table,column,dataset_id,predicted_semantic_type
MLB_36,column_4,MLB_36+column_4,BB
MLB_8,column_37,MLB_8+column_37,year
MLB_26,column_48,MLB_26+column_48,iBB
MLB_60,column_20,MLB_60+column_20,GIDP
MLB_34,column_57,MLB_34+column_57,year
MLB_12,column_31,MLB_12+column_31,X2B
MLB_33,column_44,MLB_33+column_44,X1B
MLB_59,column_21,MLB_59+column_21,HBP
MLB_14,column_31,MLB_14+column_31,X2B
MLB_20,column_42,MLB_20+column_42,TB
MLB_45,column_9,MLB_45+column_9,CS
MLB_35,column_46,MLB_35+column_46,X3B
MLB_29,column_48,MLB_29+column_48,iBB
MLB_20,column_32,MLB_20+column_32,SF
MLB_31,column_37,MLB_31+column_37,SO
MLB_56,column_37,MLB_56+column_37,SF
MLB_36,column_46,MLB_36+column_46,X3B
MLB_41,column_20,MLB_41+column_20,H
MLB_25,column_58,MLB_25+column_58,year
MLB_13,column_30,MLB_13+column_30,X1B
MLB_35,column_48,MLB_35+column_48,iBB
MLB_45,column_20,MLB_45+column_20,HBP
MLB_9,column_24,MLB_9+column_24,X1B
MLB_12,column_29,MLB_12+column_29,TB
MLB_33,column_46,MLB_33+column_46,X3B
MLB_48,column_20,MLB_48+column_20,HBP
Rentabilidad_6,column_53,Rentabilidad_6+column_53,latitude
MLB_62,column_37,MLB_62+column_37,SB
MLB_26,column_58,MLB_26+column_58,year
MLB_17,column_9,MLB_17+column_9,CS
MLB_50,column_59,MLB_50+column_59,year
MLB_8,column_8,MLB_8+column_8,GIDP
MLB_1,column_45,MLB_1+column_45,year
MLB_33,column_20,MLB_33+column_20,H
MLB_34,column_37,MLB_34+column_37,SO
MLB_48,column_34,MLB_48+column_34,R
MLB_14,column_24,MLB_14+column_24,SH
MLB_51,column_46,MLB_51+column_46,X3B
Rentabilidad_2,column_55,Rentabilidad_2+column_55,longitude
MLB_58,column_10,MLB_58+column_10,CS
MLB_46,column_34,MLB_46+column_34,R
MLB_32,column_48,MLB_32+column_48,iBB
MLB_43,column_55,MLB_43+column_55,year
MLB_9,column_10,MLB_9+column_10,SO
MLB_24,column_58,MLB_24+column_58,year
MLB_21,column_32,MLB_21+column_32,SF
MLB_19,column_58,MLB_19+column_58,year
MLB_37,column_4,MLB_37+column_4,BB
MLB_5,column_27,MLB_5+column_27,year
MLB_46,column_9,MLB_46+column_9,CS
MLB_27,column_18,MLB_27+column_18,GIDP
MLB_14,column_45,MLB_14+column_45,year
MLB_47,column_36,MLB_47+column_36,SB
MLB_13,column_31,MLB_13+column_31,X2B
MLB_12,column_12,MLB_12+column_12,HR
MLB_46,column_20,MLB_46+column_20,HBP
MLB_41,column_19,MLB_41+column_19,HR
MLB_34,column_42,MLB_34+column_42,TB
MLB_32,column_45,MLB_32+column_45,X2B
Rentabilidad_7,column_57,Rentabilidad_7+column_57,longitude
MLB_60,column_22,MLB_60+column_22,HR
MLB_42,column_55,MLB_42+column_55,year
MLB_26,column_46,MLB_26+column_46,X3B
MLB_7,column_25,MLB_7+column_25,X2B
MLB_9,column_37,MLB_9+column_37,year
MLB_29,column_46,MLB_29+column_46,X3B
MLB_50,column_48,MLB_50+column_48,X3B
MLB_12,column_30,MLB_12+column_30,X1B
MLB_21,column_42,MLB_21+column_42,TB
MLB_25,column_18,MLB_25+column_18,GIDP
MLB_1,column_30,MLB_1+column_30,X1B
MLB_15,column_9,MLB_15+column_9,CS
MLB_32,column_42,MLB_32+column_42,TB
MLB_32,column_20,MLB_32+column_20,H
MLB_27,column_58,MLB_27+column_58,year
MLB_60,column_38,MLB_60+column_38,SF
MLB_13,column_45,MLB_13+column_45,year
MLB_28,column_18,MLB_28+column_18,GIDP
MLB_58,column_35,MLB_58+column_35,R
YaleLanguages_4,column_0,YaleLanguages_4+column_0,year
MLB_49,column_33,MLB_49+column_33,SH
MLB_30,column_58,MLB_30+column_58,year
MLB_32,column_37,MLB_32+column_37,SO
MLB_37,column_37,MLB_37+column_37,SO
MLB_37,column_42,MLB_37+column_42,TB
MLB_41,column_55,MLB_41+column_55,year
MLB_17,column_47,MLB_17+column_47,TB
MLB_37,column_44,MLB_37+column_44,X1B
MLB_28,column_48,MLB_28+column_48,iBB
MLB_36,column_20,MLB_36+column_20,H
MLB_24,column_37,MLB_24+column_37,SO
Rentabilidad_3,column_53,Rentabilidad_3+column_53,latitude
Rentabilidad_3,column_57,Rentabilidad_3+column_57,longitude
MLB_48,column_4,MLB_48+column_4,BB
MLB_37,column_0,MLB_37+column_0,AB
Rentabilidad_2,column_52,Rentabilidad_2+column_52,latitude
MLB_15,column_20,MLB_15+column_20,CS
MLB_8,column_10,MLB_8+column_10,SO
MLB_38,column_0,MLB_38+column_0,AB
MLB_58,column_38,MLB_58+column_38,SF
MLB_39,column_0,MLB_39+column_0,AB
MLB_16,column_47,MLB_16+column_47,TB
MLB_59,column_35,MLB_59+column_35,R
MLB_61,column_38,MLB_61+column_38,SF
MLB_33,column_48,MLB_33+column_48,iBB
Rentabilidad_4,column_57,Rentabilidad_4+column_57,longitude
MLB_23,column_58,MLB_23+column_58,year
MLB_46,column_4,MLB_46+column_4,BB
MLB_34,column_45,MLB_34+column_45,X2B
MLB_7,column_8,MLB_7+column_8,GIDP
MLB_11,column_37,MLB_11+column_37,year
MLB_49,column_37,MLB_49+column_37,SO
MLB_13,column_12,MLB_13+column_12,HR
MLB_31,column_44,MLB_31+column_44,X1B
MLB_33,column_45,MLB_33+column_45,X2B
MLB_17,column_20,MLB_17+column_20,CS
MLB_33,column_4,MLB_33+column_4,BB
MLB_59,column_38,MLB_59+column_38,SF
MLB_42,column_36,MLB_42+column_36,SO
MLB_65,column_19,MLB_65+column_19,CS
MLB_25,column_46,MLB_25+column_46,X3B
MLB_61,column_20,MLB_61+column_20,GIDP
MLB_32,column_46,MLB_32+column_46,X3B
MLB_51,column_48,MLB_51+column_48,X3B
Rentabilidad_7,column_53,Rentabilidad_7+column_53,latitude
MLB_10,column_8,MLB_10+column_8,GIDP
MLB_16,column_9,MLB_16+column_9,CS
MLB_36,column_44,MLB_36+column_44,X1B
MLB_36,column_57,MLB_36+column_57,year
MLB_43,column_41,MLB_43+column_41,X1B
MLB_30,column_48,MLB_30+column_48,iBB
MLB_10,column_37,MLB_10+column_37,year
MLB_1,column_29,MLB_1+column_29,TB
MLB_62,column_20,MLB_62+column_20,GIDP
MLB_31,column_0,MLB_31+column_0,AB
MLB_31,column_42,MLB_31+column_42,TB
MLB_34,column_20,MLB_34+column_20,H
MLB_44,column_41,MLB_44+column_41,X1B
MLB_24,column_19,MLB_24+column_19,HBP
