table,column,dataset_id,predicted_semantic_type
MLB_1,column_45,MLB_1+column_45,year
MLB_1,column_12,MLB_1+column_12,HR
MLB_10,column_37,MLB_10+column_37,year
MLB_10,column_8,MLB_10+column_8,GIDP
MLB_10,column_24,MLB_10+column_24,X1B
MLB_10,column_25,MLB_10+column_25,X2B
MLB_11,column_37,MLB_11+column_37,year
MLB_11,column_8,MLB_11+column_8,GIDP
MLB_11,column_10,MLB_11+column_10,SO
MLB_11,column_21,MLB_11+column_21,SH
MLB_11,column_24,MLB_11+column_24,X1B
MLB_12,column_45,MLB_12+column_45,year
MLB_13,column_23,MLB_13+column_23,SF
MLB_13,column_32,MLB_13+column_32,X3B
MLB_14,column_45,MLB_14+column_45,year
MLB_14,column_12,MLB_14+column_12,HR
MLB_14,column_23,MLB_14+column_23,SF
MLB_14,column_32,MLB_14+column_32,X3B
MLB_15,column_65,MLB_15+column_65,year
MLB_15,column_47,MLB_15+column_47,TB
MLB_16,column_22,MLB_16+column_22,H
MLB_16,column_34,MLB_16+column_34,R
MLB_16,column_51,MLB_16+column_51,X3B
MLB_17,column_65,MLB_17+column_65,year
MLB_17,column_19,MLB_17+column_19,GIDP
MLB_17,column_34,MLB_17+column_34,R
MLB_17,column_47,MLB_17+column_47,TB
MLB_17,column_51,MLB_17+column_51,X3B
MLB_18,column_65,MLB_18+column_65,year
MLB_18,column_19,MLB_18+column_19,GIDP
MLB_18,column_22,MLB_18+column_22,H
MLB_18,column_47,MLB_18+column_47,TB
MLB_18,column_51,MLB_18+column_51,X3B
MLB_19,column_58,MLB_19+column_58,year
MLB_19,column_18,MLB_19+column_18,GIDP
MLB_19,column_33,MLB_19+column_33,SH
MLB_19,column_44,MLB_19+column_44,X1B
MLB_2,column_22,MLB_2+column_22,year
MLB_21,column_58,MLB_21+column_58,year
MLB_21,column_19,MLB_21+column_19,HBP
MLB_21,column_33,MLB_21+column_33,SH
MLB_21,column_44,MLB_21+column_44,X1B
MLB_22,column_58,MLB_22+column_58,year
MLB_22,column_4,MLB_22+column_4,BB
MLB_22,column_21,MLB_22+column_21,H
MLB_22,column_45,MLB_22+column_45,X2B
MLB_24,column_58,MLB_24+column_58,year
MLB_24,column_4,MLB_24+column_4,BB
MLB_24,column_21,MLB_24+column_21,H
MLB_24,column_45,MLB_24+column_45,X2B
MLB_24,column_48,MLB_24+column_48,iBB
MLB_25,column_58,MLB_25+column_58,year
MLB_25,column_0,MLB_25+column_0,AB
