table,column,dataset_id,predicted_semantic_type
MLB_10,column_8,MLB_10+column_8,GIDP
MLB_11,column_8,MLB_11+column_8,GIDP
MLB_19,column_58,MLB_19+column_58,year
MLB_19,column_19,MLB_19+column_19,HBP
MLB_19,column_33,MLB_19+column_33,SH
MLB_2,column_22,MLB_2+column_22,year
MLB_21,column_58,MLB_21+column_58,year
MLB_21,column_19,MLB_21+column_19,HBP
MLB_21,column_33,MLB_21+column_33,SH
MLB_22,column_4,MLB_22+column_4,BB
MLB_24,column_4,MLB_24+column_4,BB
MLB_24,column_48,MLB_24+column_48,iBB
MLB_25,column_37,MLB_25+column_37,SO
MLB_25,column_45,MLB_25+column_45,X2B
MLB_26,column_45,MLB_26+column_45,X2B
MLB_27,column_37,MLB_27+column_37,SO
MLB_28,column_37,MLB_28+column_37,SO
MLB_28,column_45,MLB_28+column_45,X2B
MLB_29,column_37,MLB_29+column_37,SO
MLB_3,column_22,MLB_3+column_22,year
MLB_30,column_45,MLB_30+column_45,X2B
MLB_31,column_44,MLB_31+column_44,X1B
MLB_32,column_0,MLB_32+column_0,AB
MLB_33,column_0,MLB_33+column_0,AB
MLB_34,column_44,MLB_34+column_44,X1B
MLB_35,column_0,MLB_35+column_0,AB
MLB_35,column_44,MLB_35+column_44,X1B
MLB_36,column_0,MLB_36+column_0,AB
MLB_36,column_44,MLB_36+column_44,X1B
MLB_37,column_0,MLB_37+column_0,AB
MLB_37,column_44,MLB_37+column_44,X1B
MLB_4,column_22,MLB_4+column_22,year
MLB_5,column_27,MLB_5+column_27,year
MLB_52,column_15,MLB_52+column_15,year
MLB_53,column_21,MLB_53+column_21,HR
MLB_53,column_47,MLB_53+column_47,TB
MLB_54,column_21,MLB_54+column_21,HR
MLB_54,column_36,MLB_54+column_36,SB
MLB_55,column_47,MLB_55+column_47,TB
MLB_56,column_21,MLB_56+column_21,HR
MLB_57,column_22,MLB_57+column_22,year
MLB_58,column_10,MLB_58+column_10,CS
MLB_58,column_23,MLB_58+column_23,H
MLB_58,column_35,MLB_58+column_35,R
MLB_58,column_53,MLB_58+column_53,X3B
MLB_59,column_10,MLB_59+column_10,CS
MLB_59,column_23,MLB_59+column_23,H
MLB_59,column_38,MLB_59+column_38,SF
MLB_60,column_10,MLB_60+column_10,CS
MLB_60,column_38,MLB_60+column_38,SF
MLB_61,column_10,MLB_61+column_10,CS
MLB_61,column_35,MLB_61+column_35,R
MLB_61,column_53,MLB_61+column_53,X3B
MLB_62,column_23,MLB_62+column_23,H
MLB_62,column_35,MLB_62+column_35,R
MLB_62,column_38,MLB_62+column_38,SF
MLB_62,column_53,MLB_62+column_53,X3B
MLB_67,column_22,MLB_67+column_22,year
MLB_8,column_8,MLB_8+column_8,GIDP
MLB_9,column_8,MLB_9+column_8,GIDP
Romance_1,column_5,Romance_1+column_5,TB
Rentabilidad_1,column_53,Rentabilidad_1+column_53,latitude
Rentabilidad_3,column_53,Rentabilidad_3+column_53,latitude
Rentabilidad_4,column_53,Rentabilidad_4+column_53,latitude
Rentabilidad_5,column_53,Rentabilidad_5+column_53,latitude
Rentabilidad_6,column_53,Rentabilidad_6+column_53,latitude
Rentabilidad_8,column_53,Rentabilidad_8+column_53,latitude
Rentabilidad_9,column_53,Rentabilidad_9+column_53,latitude
TableroSistemaPenal_7,column_18,TableroSistemaPenal_7+column_18,longitude
