table,column,dataset_id,predicted_semantic_type
MLB_1,column_0,MLB_1+column_0,AB
MLB_10,column_0,MLB_10+column_0,AB
MLB_10,column_8,MLB_10+column_8,GIDP
MLB_10,column_10,MLB_10+column_10,SO
MLB_10,column_24,MLB_10+column_24,X1B
MLB_11,column_8,MLB_11+column_8,GIDP
MLB_11,column_10,MLB_11+column_10,SO
MLB_12,column_0,MLB_12+column_0,AB
MLB_12,column_31,MLB_12+column_31,X2B
MLB_13,column_31,MLB_13+column_31,X2B
MLB_14,column_0,MLB_14+column_0,AB
MLB_14,column_31,MLB_14+column_31,X2B
MLB_20,column_32,MLB_20+column_32,SF
MLB_20,column_42,MLB_20+column_42,TB
MLB_21,column_32,MLB_21+column_32,SF
MLB_21,column_42,MLB_21+column_42,TB
MLB_25,column_18,MLB_25+column_18,GIDP
MLB_25,column_32,MLB_25+column_32,SF
MLB_25,column_33,MLB_25+column_33,SH
MLB_25,column_46,MLB_25+column_46,X3B
MLB_26,column_46,MLB_26+column_46,X3B
MLB_27,column_18,MLB_27+column_18,GIDP
MLB_27,column_33,MLB_27+column_33,SH
MLB_27,column_46,MLB_27+column_46,X3B
MLB_28,column_18,MLB_28+column_18,GIDP
MLB_28,column_32,MLB_28+column_32,SF
MLB_28,column_46,MLB_28+column_46,X3B
MLB_29,column_18,MLB_29+column_18,GIDP
MLB_29,column_33,MLB_29+column_33,SH
MLB_29,column_46,MLB_29+column_46,X3B
MLB_30,column_18,MLB_30+column_18,GIDP
MLB_30,column_32,MLB_30+column_32,SF
MLB_30,column_33,MLB_30+column_33,SH
MLB_31,column_37,MLB_31+column_37,SO
MLB_31,column_42,MLB_31+column_42,TB
MLB_32,column_37,MLB_32+column_37,SO
MLB_32,column_42,MLB_32+column_42,TB
MLB_32,column_48,MLB_32+column_48,iBB
MLB_33,column_4,MLB_33+column_4,BB
MLB_33,column_37,MLB_33+column_37,SO
MLB_33,column_48,MLB_33+column_48,iBB
MLB_34,column_4,MLB_34+column_4,BB
