table,column,dataset_id,predicted_semantic_type
MLB_1,column_45,MLB_1+column_45,year
MLB_1,column_0,MLB_1+column_0,AB
MLB_1,column_10,MLB_1+column_10,GIDP
MLB_1,column_32,MLB_1+column_32,X3B
MLB_10,column_37,MLB_10+column_37,year
MLB_10,column_10,MLB_10+column_10,SO
MLB_10,column_21,MLB_10+column_21,SH
MLB_10,column_26,MLB_10+column_26,X3B
MLB_11,column_21,MLB_11+column_21,SH
MLB_11,column_23,MLB_11+column_23,TB
MLB_11,column_26,MLB_11+column_26,X3B
MLB_12,column_45,MLB_12+column_45,year
MLB_12,column_13,MLB_12+column_13,H
MLB_13,column_45,MLB_13+column_45,year
MLB_13,column_0,MLB_13+column_0,AB
MLB_13,column_32,MLB_13+column_32,X3B
MLB_14,column_45,MLB_14+column_45,year
MLB_14,column_10,MLB_14+column_10,GIDP
MLB_14,column_13,MLB_14+column_13,H
MLB_15,column_22,MLB_15+column_22,H
MLB_15,column_34,MLB_15+column_34,R
MLB_15,column_53,MLB_15+column_53,iBB
MLB_16,column_22,MLB_16+column_22,H
MLB_16,column_36,MLB_16+column_36,SB
MLB_17,column_36,MLB_17+column_36,SB
MLB_17,column_53,MLB_17+column_53,iBB
MLB_18,column_22,MLB_18+column_22,H
MLB_18,column_36,MLB_18+column_36,SB
MLB_19,column_58,MLB_19+column_58,year
MLB_22,column_58,MLB_22+column_58,year
MLB_23,column_58,MLB_23+column_58,year
MLB_24,column_58,MLB_24+column_58,year
MLB_25,column_4,MLB_25+column_4,BB
MLB_25,column_19,MLB_25+column_19,HBP
MLB_25,column_44,MLB_25+column_44,X1B
MLB_26,column_58,MLB_26+column_58,year
MLB_26,column_19,MLB_26+column_19,HBP
MLB_26,column_44,MLB_26+column_44,X1B
MLB_27,column_19,MLB_27+column_19,HBP
MLB_27,column_44,MLB_27+column_44,X1B
MLB_28,column_58,MLB_28+column_58,year
MLB_28,column_19,MLB_28+column_19,HBP
MLB_28,column_44,MLB_28+column_44,X1B
MLB_29,column_58,MLB_29+column_58,year
MLB_29,column_18,MLB_29+column_18,GIDP
MLB_30,column_58,MLB_30+column_58,year
MLB_30,column_4,MLB_30+column_4,BB
MLB_30,column_18,MLB_30+column_18,GIDP
MLB_31,column_37,MLB_31+column_37,SO
MLB_32,column_57,MLB_32+column_57,year
MLB_32,column_37,MLB_32+column_37,SO
MLB_33,column_57,MLB_33+column_57,year
MLB_34,column_57,MLB_34+column_57,year
MLB_35,column_57,MLB_35+column_57,year
MLB_35,column_37,MLB_35+column_37,SO
MLB_36,column_57,MLB_36+column_57,year
MLB_36,column_37,MLB_36+column_37,SO
MLB_37,column_57,MLB_37+column_57,year
MLB_37,column_37,MLB_37+column_37,SO
MLB_40,column_24,MLB_40+column_24,SF
MLB_41,column_36,MLB_41+column_36,SO
MLB_42,column_55,MLB_42+column_55,year
MLB_42,column_41,MLB_42+column_41,X1B
MLB_43,column_55,MLB_43+column_55,year
MLB_43,column_36,MLB_43+column_36,SO
MLB_43,column_41,MLB_43+column_41,X1B
MLB_44,column_36,MLB_44+column_36,SO
MLB_44,column_41,MLB_44+column_41,X1B
