table,column,dataset_id,predicted_semantic_type
MLB_1,column_0,MLB_1+column_0,AB
MLB_1,column_12,MLB_1+column_12,X2B
MLB_1,column_13,MLB_1+column_13,SO
MLB_1,column_23,MLB_1+column_23,SF
MLB_1,column_29,MLB_1+column_29,TB
MLB_1,column_30,MLB_1+column_30,R
MLB_1,column_31,MLB_1+column_31,HBP
MLB_1,column_32,MLB_1+column_32,SF
MLB_10,column_8,MLB_10+column_8,GIDP
MLB_10,column_11,MLB_10+column_11,SB
MLB_10,column_20,MLB_10+column_20,X3B
MLB_10,column_21,MLB_10+column_21,X3B
MLB_10,column_23,MLB_10+column_23,X1B
MLB_10,column_24,MLB_10+column_24,SB
MLB_10,column_26,MLB_10+column_26,X3B
MLB_11,column_8,MLB_11+column_8,GIDP
MLB_11,column_21,MLB_11+column_21,X3B
MLB_11,column_26,MLB_11+column_26,X3B
MLB_12,column_0,MLB_12+column_0,AB
MLB_12,column_12,MLB_12+column_12,X2B
MLB_12,column_13,MLB_12+column_13,SO
MLB_12,column_23,MLB_12+column_23,SF
MLB_12,column_24,MLB_12+column_24,SF
MLB_12,column_29,MLB_12+column_29,TB
MLB_12,column_30,MLB_12+column_30,R
MLB_12,column_31,MLB_12+column_31,HBP
MLB_12,column_32,MLB_12+column_32,SF
MLB_13,column_12,MLB_13+column_12,X2B
MLB_13,column_13,MLB_13+column_13,SO
MLB_13,column_23,MLB_13+column_23,SF
MLB_13,column_24,MLB_13+column_24,SF
MLB_13,column_30,MLB_13+column_30,R
MLB_13,column_31,MLB_13+column_31,HBP
MLB_13,column_32,MLB_13+column_32,SF
MLB_14,column_0,MLB_14+column_0,AB
MLB_14,column_12,MLB_14+column_12,X2B
MLB_14,column_13,MLB_14+column_13,SO
MLB_14,column_23,MLB_14+column_23,SF
MLB_14,column_24,MLB_14+column_24,SF
MLB_14,column_29,MLB_14+column_29,TB
MLB_14,column_30,MLB_14+column_30,R
MLB_14,column_31,MLB_14+column_31,HBP
MLB_14,column_32,MLB_14+column_32,SF
MLB_15,column_4,MLB_15+column_4,HBP
MLB_15,column_9,MLB_15+column_9,X3B
MLB_15,column_19,MLB_15+column_19,SF
MLB_15,column_20,MLB_15+column_20,SF
MLB_15,column_22,MLB_15+column_22,BB
MLB_15,column_37,MLB_15+column_37,X3B
MLB_15,column_38,MLB_15+column_38,X3B
MLB_15,column_42,MLB_15+column_42,H
MLB_16,column_4,MLB_16+column_4,HBP
MLB_16,column_9,MLB_16+column_9,X3B
MLB_16,column_20,MLB_16+column_20,SF
MLB_16,column_21,MLB_16+column_21,SF
MLB_16,column_22,MLB_16+column_22,BB
MLB_16,column_36,MLB_16+column_36,SH
MLB_16,column_38,MLB_16+column_38,X3B
MLB_16,column_49,MLB_16+column_49,H
MLB_16,column_51,MLB_16+column_51,X3B
MLB_17,column_4,MLB_17+column_4,HBP
MLB_17,column_9,MLB_17+column_9,X3B
MLB_17,column_19,MLB_17+column_19,SF
MLB_17,column_20,MLB_17+column_20,SF
MLB_17,column_36,MLB_17+column_36,SH
MLB_17,column_38,MLB_17+column_38,X3B
MLB_17,column_42,MLB_17+column_42,H
MLB_17,column_51,MLB_17+column_51,X3B
MLB_18,column_4,MLB_18+column_4,HBP
MLB_18,column_9,MLB_18+column_9,X3B
MLB_18,column_20,MLB_18+column_20,SF
