table,column,dataset_id,predicted_semantic_type
CommonGovernment_10,column_55,CommonGovernment_10+column_55,year
CommonGovernment_11,column_55,CommonGovernment_11+column_55,year
CommonGovernment_13,column_55,CommonGovernment_13+column_55,year
CommonGovernment_6,column_55,CommonGovernment_6+column_55,year
CommonGovernment_7,column_55,CommonGovernment_7+column_55,year
CommonGovernment_8,column_55,CommonGovernment_8+column_55,year
CommonGovernment_9,column_55,CommonGovernment_9+column_55,year
MLB_10,column_10,MLB_10+column_10,iBB
MLB_11,column_10,MLB_11+column_10,iBB
MLB_15,column_9,MLB_15+column_9,CS
MLB_16,column_20,MLB_16+column_20,CS
MLB_17,column_20,MLB_17+column_20,CS
MLB_18,column_20,MLB_18+column_20,CS
MLB_25,column_4,MLB_25+column_4,BB
MLB_25,column_32,MLB_25+column_32,SF
MLB_26,column_32,MLB_26+column_32,SF
MLB_26,column_45,MLB_26+column_45,X2B
MLB_27,column_4,MLB_27+column_4,BB
MLB_27,column_32,MLB_27+column_32,SF
MLB_28,column_4,MLB_28+column_4,BB
MLB_28,column_32,MLB_28+column_32,SF
MLB_28,column_45,MLB_28+column_45,X2B
MLB_29,column_4,MLB_29+column_4,BB
MLB_29,column_45,MLB_29+column_45,X2B
MLB_30,column_4,MLB_30+column_4,BB
MLB_30,column_32,MLB_30+column_32,SF
MLB_30,column_45,MLB_30+column_45,X2B
MLB_38,column_11,MLB_38+column_11,GIDP
MLB_39,column_11,MLB_39+column_11,GIDP
MLB_41,column_36,MLB_41+column_36,iBB
MLB_42,column_36,MLB_42+column_36,iBB
MLB_43,column_36,MLB_43+column_36,iBB
MLB_44,column_36,MLB_44+column_36,iBB
MLB_46,column_20,MLB_46+column_20,HBP
MLB_48,column_20,MLB_48+column_20,HBP
MLB_49,column_44,MLB_49+column_44,X1B
MLB_49,column_46,MLB_49+column_46,X3B
MLB_50,column_46,MLB_50+column_46,X3B
MLB_51,column_44,MLB_51+column_44,X1B
MLB_53,column_47,MLB_53+column_47,TB
MLB_54,column_47,MLB_54+column_47,TB
MLB_55,column_47,MLB_55+column_47,TB
MLB_58,column_0,MLB_58+column_0,AB
MLB_58,column_23,MLB_58+column_23,H
MLB_58,column_35,MLB_58+column_35,R
MLB_58,column_39,MLB_58+column_39,SH
MLB_59,column_23,MLB_59+column_23,H
MLB_59,column_35,MLB_59+column_35,R
MLB_59,column_39,MLB_59+column_39,SH
MLB_60,column_0,MLB_60+column_0,AB
MLB_60,column_23,MLB_60+column_23,H
MLB_60,column_35,MLB_60+column_35,R
MLB_60,column_39,MLB_60+column_39,SH
MLB_61,column_0,MLB_61+column_0,AB
MLB_62,column_23,MLB_62+column_23,H
MLB_62,column_35,MLB_62+column_35,R
MLB_62,column_39,MLB_62+column_39,SH
MLB_63,column_20,MLB_63+column_20,HR
MLB_63,column_35,MLB_63+column_35,SB
MLB_64,column_20,MLB_64+column_20,HR
MLB_64,column_41,MLB_64+column_41,SO
MLB_65,column_41,MLB_65+column_41,SO
MLB_7,column_10,MLB_7+column_10,iBB
Romance_1,column_5,Romance_1+column_5,TB
Romance_2,column_5,Romance_2+column_5,TB
Romance_2,column_7,Romance_2+column_7,longitude
Rentabilidad_1,column_53,Rentabilidad_1+column_53,latitude
Rentabilidad_2,column_52,Rentabilidad_2+column_52,latitude
Rentabilidad_3,column_53,Rentabilidad_3+column_53,latitude
Rentabilidad_5,column_53,Rentabilidad_5+column_53,latitude
Rentabilidad_6,column_53,Rentabilidad_6+column_53,latitude
Rentabilidad_7,column_53,Rentabilidad_7+column_53,latitude
Rentabilidad_8,column_53,Rentabilidad_8+column_53,latitude
