table,column,dataset_id,predicted_semantic_type
CommonGovernment_1,column_55,CommonGovernment_1+column_55,year
CommonGovernment_11,column_55,CommonGovernment_11+column_55,year
CommonGovernment_12,column_55,CommonGovernment_12+column_55,year
CommonGovernment_13,column_55,CommonGovernment_13+column_55,year
CommonGovernment_4,column_55,CommonGovernment_4+column_55,year
CommonGovernment_5,column_55,CommonGovernment_5+column_55,year
CommonGovernment_6,column_55,CommonGovernment_6+column_55,year
CommonGovernment_7,column_55,CommonGovernment_7+column_55,year
CommonGovernment_8,column_55,CommonGovernment_8+column_55,year
MLB_1,column_45,MLB_1+column_45,year
MLB_1,column_0,MLB_1+column_0,AB
MLB_1,column_10,MLB_1+column_10,CS
MLB_1,column_12,MLB_1+column_12,HR
MLB_1,column_13,MLB_1+column_13,H
MLB_1,column_23,MLB_1+column_23,SF
MLB_1,column_28,MLB_1+column_28,SO
MLB_1,column_29,MLB_1+column_29,TB
MLB_1,column_30,MLB_1+column_30,X1B
MLB_1,column_32,MLB_1+column_32,SH
MLB_10,column_37,MLB_10+column_37,year
MLB_10,column_0,MLB_10+column_0,AB
MLB_10,column_8,MLB_10+column_8,GIDP
MLB_10,column_10,MLB_10+column_10,SO
MLB_10,column_11,MLB_10+column_11,SB
MLB_10,column_20,MLB_10+column_20,SH
MLB_10,column_21,MLB_10+column_21,SH
MLB_10,column_23,MLB_10+column_23,X1B
MLB_10,column_24,MLB_10+column_24,X1B
MLB_10,column_26,MLB_10+column_26,SH
MLB_11,column_37,MLB_11+column_37,year
MLB_11,column_10,MLB_11+column_10,SO
MLB_11,column_21,MLB_11+column_21,SH
MLB_11,column_26,MLB_11+column_26,SH
MLB_12,column_45,MLB_12+column_45,year
MLB_12,column_0,MLB_12+column_0,AB
MLB_12,column_10,MLB_12+column_10,CS
MLB_12,column_12,MLB_12+column_12,HR
MLB_12,column_13,MLB_12+column_13,H
MLB_12,column_23,MLB_12+column_23,SF
MLB_12,column_28,MLB_12+column_28,SO
MLB_12,column_29,MLB_12+column_29,TB
MLB_12,column_30,MLB_12+column_30,X1B
MLB_12,column_31,MLB_12+column_31,X2B
MLB_12,column_32,MLB_12+column_32,SH
MLB_13,column_45,MLB_13+column_45,year
MLB_13,column_12,MLB_13+column_12,HR
MLB_13,column_13,MLB_13+column_13,H
MLB_13,column_23,MLB_13+column_23,SF
MLB_13,column_24,MLB_13+column_24,SH
MLB_13,column_30,MLB_13+column_30,X1B
MLB_13,column_31,MLB_13+column_31,X2B
MLB_13,column_32,MLB_13+column_32,SH
MLB_14,column_45,MLB_14+column_45,year
MLB_14,column_0,MLB_14+column_0,AB
MLB_14,column_13,MLB_14+column_13,H
MLB_14,column_23,MLB_14+column_23,SF
MLB_14,column_24,MLB_14+column_24,SH
MLB_14,column_28,MLB_14+column_28,SO
MLB_14,column_31,MLB_14+column_31,X2B
MLB_14,column_32,MLB_14+column_32,SH
MLB_15,column_65,MLB_15+column_65,year
MLB_15,column_0,MLB_15+column_0,TB
MLB_15,column_4,MLB_15+column_4,HBP
MLB_15,column_9,MLB_15+column_9,CS
MLB_15,column_19,MLB_15+column_19,SF
MLB_15,column_20,MLB_15+column_20,CS
MLB_15,column_22,MLB_15+column_22,BB
MLB_15,column_37,MLB_15+column_37,SF
