table,column,dataset_id,predicted_semantic_type
MLB_10,column_37,MLB_10+column_37,year
MLB_10,column_10,MLB_10+column_10,HR
MLB_10,column_24,MLB_10+column_24,X1B
MLB_11,column_10,MLB_11+column_10,HR
MLB_11,column_24,MLB_11+column_24,X1B
MLB_12,column_45,MLB_12+column_45,year
MLB_12,column_30,MLB_12+column_30,X1B
MLB_13,column_45,MLB_13+column_45,year
MLB_14,column_45,MLB_14+column_45,year
MLB_14,column_23,MLB_14+column_23,SF
MLB_14,column_30,MLB_14+column_30,X1B
MLB_15,column_0,MLB_15+column_0,AB
MLB_15,column_20,MLB_15+column_20,CS
MLB_15,column_34,MLB_15+column_34,R
MLB_15,column_37,MLB_15+column_37,SF
MLB_15,column_42,MLB_15+column_42,SO
MLB_15,column_50,MLB_15+column_50,X2B
MLB_16,column_0,MLB_16+column_0,AB
MLB_16,column_9,MLB_16+column_9,CS
MLB_16,column_20,MLB_16+column_20,CS
MLB_16,column_34,MLB_16+column_34,R
MLB_17,column_20,MLB_17+column_20,CS
MLB_17,column_37,MLB_17+column_37,SF
MLB_17,column_42,MLB_17+column_42,SO
MLB_17,column_50,MLB_17+column_50,X2B
MLB_18,column_9,MLB_18+column_9,CS
MLB_18,column_19,MLB_18+column_19,GIDP
MLB_18,column_20,MLB_18+column_20,CS
MLB_18,column_34,MLB_18+column_34,R
MLB_18,column_37,MLB_18+column_37,SF
MLB_18,column_42,MLB_18+column_42,SO
MLB_18,column_50,MLB_18+column_50,X2B
MLB_19,column_58,MLB_19+column_58,year
MLB_19,column_37,MLB_19+column_37,SO
MLB_19,column_48,MLB_19+column_48,iBB
MLB_20,column_48,MLB_20+column_48,iBB
MLB_21,column_58,MLB_21+column_58,year
MLB_21,column_37,MLB_21+column_37,SO
MLB_22,column_19,MLB_22+column_19,HBP
MLB_22,column_33,MLB_22+column_33,SH
MLB_22,column_37,MLB_22+column_37,SO
MLB_23,column_58,MLB_23+column_58,year
MLB_23,column_19,MLB_23+column_19,HBP
MLB_23,column_37,MLB_23+column_37,SO
MLB_24,column_58,MLB_24+column_58,year
MLB_25,column_58,MLB_25+column_58,year
MLB_25,column_20,MLB_25+column_20,HR
MLB_26,column_58,MLB_26+column_58,year
MLB_26,column_33,MLB_26+column_33,SH
MLB_26,column_46,MLB_26+column_46,X3B
MLB_27,column_58,MLB_27+column_58,year
MLB_27,column_20,MLB_27+column_20,HR
MLB_27,column_21,MLB_27+column_21,H
MLB_27,column_46,MLB_27+column_46,X3B
MLB_28,column_20,MLB_28+column_20,HR
MLB_28,column_21,MLB_28+column_21,H
MLB_28,column_33,MLB_28+column_33,SH
MLB_28,column_46,MLB_28+column_46,X3B
MLB_29,column_20,MLB_29+column_20,HR
MLB_29,column_21,MLB_29+column_21,H
MLB_30,column_33,MLB_30+column_33,SH
MLB_31,column_57,MLB_31+column_57,year
MLB_31,column_4,MLB_31+column_4,BB
MLB_31,column_18,MLB_31+column_18,HBP
MLB_31,column_32,MLB_31+column_32,SF
MLB_32,column_57,MLB_32+column_57,year
MLB_32,column_4,MLB_32+column_4,BB
MLB_33,column_57,MLB_33+column_57,year
MLB_33,column_42,MLB_33+column_42,TB
MLB_34,column_57,MLB_34+column_57,year
MLB_34,column_18,MLB_34+column_18,HBP
MLB_34,column_32,MLB_34+column_32,SF
MLB_34,column_42,MLB_34+column_42,TB
MLB_35,column_57,MLB_35+column_57,year
MLB_35,column_4,MLB_35+column_4,BB
MLB_35,column_18,MLB_35+column_18,HBP
MLB_36,column_57,MLB_36+column_57,year
MLB_36,column_4,MLB_36+column_4,BB
MLB_36,column_32,MLB_36+column_32,SF
MLB_36,column_42,MLB_36+column_42,TB
MLB_37,column_18,MLB_37+column_18,HBP
