table,column,dataset_id,predicted_semantic_type
MLB_1,column_45,MLB_1+column_45,year
MLB_1,column_0,MLB_1+column_0,AB
MLB_1,column_12,MLB_1+column_12,HR
MLB_1,column_29,MLB_1+column_29,TB
MLB_1,column_30,MLB_1+column_30,X1B
MLB_10,column_37,MLB_10+column_37,year
MLB_10,column_0,MLB_10+column_0,AB
MLB_10,column_8,MLB_10+column_8,GIDP
MLB_10,column_10,MLB_10+column_10,SO
MLB_10,column_24,MLB_10+column_24,X1B
MLB_11,column_37,MLB_11+column_37,year
MLB_11,column_10,MLB_11+column_10,SO
MLB_12,column_45,MLB_12+column_45,year
MLB_12,column_0,MLB_12+column_0,AB
MLB_12,column_12,MLB_12+column_12,HR
MLB_12,column_29,MLB_12+column_29,TB
MLB_12,column_30,MLB_12+column_30,X1B
MLB_12,column_31,MLB_12+column_31,X2B
MLB_13,column_45,MLB_13+column_45,year
MLB_13,column_12,MLB_13+column_12,HR
MLB_13,column_24,MLB_13+column_24,SH
MLB_13,column_30,MLB_13+column_30,X1B
MLB_13,column_31,MLB_13+column_31,X2B
MLB_14,column_45,MLB_14+column_45,year
MLB_14,column_0,MLB_14+column_0,AB
MLB_14,column_24,MLB_14+column_24,SH
MLB_14,column_31,MLB_14+column_31,X2B
MLB_15,column_9,MLB_15+column_9,CS
MLB_15,column_20,MLB_15+column_20,CS
MLB_16,column_9,MLB_16+column_9,CS
MLB_16,column_20,MLB_16+column_20,CS
MLB_16,column_47,MLB_16+column_47,TB
MLB_17,column_9,MLB_17+column_9,CS
MLB_17,column_20,MLB_17+column_20,CS
MLB_17,column_47,MLB_17+column_47,TB
MLB_18,column_20,MLB_18+column_20,CS
MLB_18,column_47,MLB_18+column_47,TB
MLB_19,column_58,MLB_19+column_58,year
MLB_2,column_22,MLB_2+column_22,year
MLB_20,column_58,MLB_20+column_58,year
MLB_20,column_32,MLB_20+column_32,SF
MLB_20,column_42,MLB_20+column_42,TB
MLB_21,column_58,MLB_21+column_58,year
MLB_21,column_32,MLB_21+column_32,SF
MLB_21,column_42,MLB_21+column_42,TB
MLB_22,column_4,MLB_22+column_4,BB
MLB_23,column_58,MLB_23+column_58,year
MLB_24,column_58,MLB_24+column_58,year
MLB_24,column_4,MLB_24+column_4,BB
MLB_24,column_19,MLB_24+column_19,HBP
MLB_24,column_37,MLB_24+column_37,SO
MLB_25,column_58,MLB_25+column_58,year
MLB_25,column_18,MLB_25+column_18,GIDP
MLB_25,column_32,MLB_25+column_32,SF
MLB_25,column_33,MLB_25+column_33,SH
MLB_25,column_46,MLB_25+column_46,X3B
MLB_26,column_58,MLB_26+column_58,year
MLB_26,column_46,MLB_26+column_46,X3B
MLB_26,column_48,MLB_26+column_48,iBB
MLB_27,column_58,MLB_27+column_58,year
MLB_27,column_18,MLB_27+column_18,GIDP
MLB_27,column_33,MLB_27+column_33,SH
MLB_27,column_46,MLB_27+column_46,X3B
MLB_28,column_58,MLB_28+column_58,year
MLB_28,column_18,MLB_28+column_18,GIDP
MLB_28,column_32,MLB_28+column_32,SF
MLB_28,column_46,MLB_28+column_46,X3B
