table,column,dataset_id,predicted_semantic_type
MLB_1,column_45,MLB_1+column_45,year
MLB_1,column_12,MLB_1+column_12,HR
MLB_10,column_37,MLB_10+column_37,year
MLB_10,column_8,MLB_10+column_8,GIDP
MLB_11,column_37,MLB_11+column_37,year
MLB_11,column_8,MLB_11+column_8,GIDP
MLB_12,column_45,MLB_12+column_45,year
MLB_12,column_23,MLB_12+column_23,SF
MLB_13,column_23,MLB_13+column_23,SF
MLB_13,column_32,MLB_13+column_32,X3B
MLB_14,column_45,MLB_14+column_45,year
MLB_14,column_12,MLB_14+column_12,HR
MLB_14,column_23,MLB_14+column_23,SF
MLB_14,column_32,MLB_14+column_32,X3B
MLB_16,column_34,MLB_16+column_34,R
MLB_17,column_34,MLB_17+column_34,R
MLB_19,column_58,MLB_19+column_58,year
MLB_19,column_33,MLB_19+column_33,SH
MLB_2,column_22,MLB_2+column_22,year
MLB_21,column_58,MLB_21+column_58,year
MLB_21,column_19,MLB_21+column_19,HBP
MLB_21,column_33,MLB_21+column_33,SH
MLB_22,column_58,MLB_22+column_58,year
MLB_22,column_4,MLB_22+column_4,BB
MLB_22,column_21,MLB_22+column_21,H
MLB_24,column_58,MLB_24+column_58,year
MLB_24,column_4,MLB_24+column_4,BB
MLB_24,column_21,MLB_24+column_21,H
MLB_24,column_48,MLB_24+column_48,iBB
MLB_25,column_58,MLB_25+column_58,year
MLB_25,column_37,MLB_25+column_37,SO
MLB_25,column_42,MLB_25+column_42,TB
MLB_25,column_45,MLB_25+column_45,X2B
MLB_26,column_58,MLB_26+column_58,year
MLB_26,column_42,MLB_26+column_42,TB
MLB_26,column_45,MLB_26+column_45,X2B
MLB_27,column_58,MLB_27+column_58,year
MLB_27,column_37,MLB_27+column_37,SO
MLB_28,column_58,MLB_28+column_58,year
MLB_28,column_37,MLB_28+column_37,SO
MLB_28,column_42,MLB_28+column_42,TB
MLB_28,column_45,MLB_28+column_45,X2B
MLB_29,column_58,MLB_29+column_58,year
MLB_29,column_37,MLB_29+column_37,SO
MLB_3,column_22,MLB_3+column_22,year
MLB_30,column_58,MLB_30+column_58,year
MLB_30,column_42,MLB_30+column_42,TB
MLB_30,column_45,MLB_30+column_45,X2B
MLB_31,column_57,MLB_31+column_57,year
MLB_31,column_44,MLB_31+column_44,X1B
MLB_31,column_45,MLB_31+column_45,X2B
MLB_32,column_0,MLB_32+column_0,AB
MLB_33,column_57,MLB_33+column_57,year
