table,column,dataset_id,predicted_semantic_type
MLB_1,column_45,MLB_1+column_45,year
MLB_1,column_0,MLB_1+column_0,AB
MLB_1,column_10,MLB_1+column_10,GIDP
MLB_1,column_30,MLB_1+column_30,X1B
MLB_1,column_32,MLB_1+column_32,X3B
MLB_10,column_37,MLB_10+column_37,year
MLB_10,column_10,MLB_10+column_10,SO
MLB_10,column_21,MLB_10+column_21,SH
MLB_10,column_24,MLB_10+column_24,X1B
MLB_10,column_26,MLB_10+column_26,X3B
MLB_11,column_21,MLB_11+column_21,SH
MLB_11,column_23,MLB_11+column_23,TB
MLB_11,column_24,MLB_11+column_24,X1B
MLB_11,column_26,MLB_11+column_26,X3B
MLB_12,column_45,MLB_12+column_45,year
MLB_12,column_13,MLB_12+column_13,H
MLB_12,column_30,MLB_12+column_30,X1B
MLB_13,column_45,MLB_13+column_45,year
MLB_13,column_0,MLB_13+column_0,AB
MLB_13,column_32,MLB_13+column_32,X3B
MLB_14,column_45,MLB_14+column_45,year
MLB_14,column_13,MLB_14+column_13,H
MLB_15,column_20,MLB_15+column_20,CS
MLB_15,column_22,MLB_15+column_22,H
MLB_15,column_34,MLB_15+column_34,R
MLB_16,column_9,MLB_16+column_9,CS
MLB_16,column_20,MLB_16+column_20,CS
MLB_16,column_22,MLB_16+column_22,H
MLB_16,column_36,MLB_16+column_36,SB
MLB_17,column_9,MLB_17+column_9,CS
MLB_17,column_20,MLB_17+column_20,CS
MLB_17,column_36,MLB_17+column_36,SB
MLB_17,column_53,MLB_17+column_53,iBB
MLB_18,column_20,MLB_18+column_20,CS
MLB_18,column_22,MLB_18+column_22,H
MLB_18,column_42,MLB_18+column_42,SO
MLB_19,column_58,MLB_19+column_58,year
MLB_19,column_4,MLB_19+column_4,BB
MLB_19,column_33,MLB_19+column_33,SH
MLB_2,column_22,MLB_2+column_22,year
MLB_20,column_33,MLB_20+column_33,SH
MLB_20,column_44,MLB_20+column_44,X1B
MLB_21,column_4,MLB_21+column_4,BB
MLB_21,column_44,MLB_21+column_44,X1B
MLB_22,column_58,MLB_22+column_58,year
MLB_23,column_58,MLB_23+column_58,year
MLB_24,column_58,MLB_24+column_58,year
MLB_25,column_4,MLB_25+column_4,BB
MLB_25,column_19,MLB_25+column_19,HBP
MLB_25,column_33,MLB_25+column_33,SH
MLB_25,column_44,MLB_25+column_44,X1B
MLB_26,column_58,MLB_26+column_58,year
MLB_26,column_19,MLB_26+column_19,HBP
MLB_26,column_33,MLB_26+column_33,SH
MLB_26,column_37,MLB_26+column_37,SO
MLB_26,column_44,MLB_26+column_44,X1B
MLB_27,column_0,MLB_27+column_0,AB
MLB_27,column_19,MLB_27+column_19,HBP
MLB_27,column_44,MLB_27+column_44,X1B
MLB_28,column_58,MLB_28+column_58,year
MLB_28,column_0,MLB_28+column_0,AB
MLB_28,column_19,MLB_28+column_19,HBP
MLB_28,column_33,MLB_28+column_33,SH
MLB_28,column_37,MLB_28+column_37,SO
MLB_28,column_44,MLB_28+column_44,X1B
MLB_29,column_58,MLB_29+column_58,year
MLB_29,column_0,MLB_29+column_0,AB
